,Commodity,Util,Value,Period,Group,Unit,Short Description,State,Year
453,CHERRIES,ALL UTILIZATION PRACTICES,30,WEEK #33,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, MEASURED IN PCT EXCELLENT",NY,2017
454,CHERRIES,ALL UTILIZATION PRACTICES,16,WEEK #34,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, MEASURED IN PCT EXCELLENT",NY,2017
455,CHERRIES,ALL UTILIZATION PRACTICES,25,WEEK #35,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, MEASURED IN PCT EXCELLENT",NY,2017
456,CHERRIES,ALL UTILIZATION PRACTICES,49,WEEK #25,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, MEASURED IN PCT FAIR",NY,2017
457,CHERRIES,ALL UTILIZATION PRACTICES,40,WEEK #26,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, MEASURED IN PCT FAIR",NY,2017
458,CHERRIES,ALL UTILIZATION PRACTICES,35,WEEK #27,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, MEASURED IN PCT FAIR",NY,2017
459,CHERRIES,ALL UTILIZATION PRACTICES,26,WEEK #28,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, MEASURED IN PCT FAIR",NY,2017
460,CHERRIES,ALL UTILIZATION PRACTICES,33,WEEK #29,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, MEASURED IN PCT FAIR",NY,2017
461,CHERRIES,ALL UTILIZATION PRACTICES,32,WEEK #30,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, MEASURED IN PCT FAIR",NY,2017
462,CHERRIES,ALL UTILIZATION PRACTICES,24,WEEK #31,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, MEASURED IN PCT FAIR",NY,2017
463,CHERRIES,ALL UTILIZATION PRACTICES,15,WEEK #32,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, MEASURED IN PCT FAIR",NY,2017
464,CHERRIES,ALL UTILIZATION PRACTICES,24,WEEK #33,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, MEASURED IN PCT FAIR",NY,2017
465,CHERRIES,ALL UTILIZATION PRACTICES,36,WEEK #34,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, MEASURED IN PCT FAIR",NY,2017
466,CHERRIES,ALL UTILIZATION PRACTICES,27,WEEK #35,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, MEASURED IN PCT FAIR",NY,2017
467,CHERRIES,ALL UTILIZATION PRACTICES,26,WEEK #25,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, MEASURED IN PCT GOOD",NY,2017
468,CHERRIES,ALL UTILIZATION PRACTICES,35,WEEK #26,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, MEASURED IN PCT GOOD",NY,2017
469,CHERRIES,ALL UTILIZATION PRACTICES,40,WEEK #27,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, MEASURED IN PCT GOOD",NY,2017
470,CHERRIES,ALL UTILIZATION PRACTICES,44,WEEK #28,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, MEASURED IN PCT GOOD",NY,2017
471,CHERRIES,ALL UTILIZATION PRACTICES,37,WEEK #29,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, MEASURED IN PCT GOOD",NY,2017
472,CHERRIES,ALL UTILIZATION PRACTICES,29,WEEK #30,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, MEASURED IN PCT GOOD",NY,2017
473,CHERRIES,ALL UTILIZATION PRACTICES,38,WEEK #31,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, MEASURED IN PCT GOOD",NY,2017
474,CHERRIES,ALL UTILIZATION PRACTICES,45,WEEK #32,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, MEASURED IN PCT GOOD",NY,2017
475,CHERRIES,ALL UTILIZATION PRACTICES,42,WEEK #33,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, MEASURED IN PCT GOOD",NY,2017
476,CHERRIES,ALL UTILIZATION PRACTICES,34,WEEK #34,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, MEASURED IN PCT GOOD",NY,2017
477,CHERRIES,ALL UTILIZATION PRACTICES,43,WEEK #35,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, MEASURED IN PCT GOOD",NY,2017
478,CHERRIES,ALL UTILIZATION PRACTICES,24,WEEK #25,FRUIT & TREE NUTS,PCT POOR,"CONDITION, MEASURED IN PCT POOR",NY,2017
479,CHERRIES,ALL UTILIZATION PRACTICES,15,WEEK #26,FRUIT & TREE NUTS,PCT POOR,"CONDITION, MEASURED IN PCT POOR",NY,2017
480,CHERRIES,ALL UTILIZATION PRACTICES,6,WEEK #27,FRUIT & TREE NUTS,PCT POOR,"CONDITION, MEASURED IN PCT POOR",NY,2017
481,CHERRIES,ALL UTILIZATION PRACTICES,8,WEEK #28,FRUIT & TREE NUTS,PCT POOR,"CONDITION, MEASURED IN PCT POOR",NY,2017
482,CHERRIES,ALL UTILIZATION PRACTICES,4,WEEK #29,FRUIT & TREE NUTS,PCT POOR,"CONDITION, MEASURED IN PCT POOR",NY,2017
483,CHERRIES,ALL UTILIZATION PRACTICES,13,WEEK #30,FRUIT & TREE NUTS,PCT POOR,"CONDITION, MEASURED IN PCT POOR",NY,2017
484,CHERRIES,ALL UTILIZATION PRACTICES,8,WEEK #31,FRUIT & TREE NUTS,PCT POOR,"CONDITION, MEASURED IN PCT POOR",NY,2017
485,CHERRIES,ALL UTILIZATION PRACTICES,1,WEEK #32,FRUIT & TREE NUTS,PCT POOR,"CONDITION, MEASURED IN PCT POOR",NY,2017
486,CHERRIES,ALL UTILIZATION PRACTICES,4,WEEK #33,FRUIT & TREE NUTS,PCT POOR,"CONDITION, MEASURED IN PCT POOR",NY,2017
487,CHERRIES,ALL UTILIZATION PRACTICES,14,WEEK #34,FRUIT & TREE NUTS,PCT POOR,"CONDITION, MEASURED IN PCT POOR",NY,2017
488,CHERRIES,ALL UTILIZATION PRACTICES,5,WEEK #35,FRUIT & TREE NUTS,PCT POOR,"CONDITION, MEASURED IN PCT POOR",NY,2017
489,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #25,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, MEASURED IN PCT VERY POOR",NY,2017
490,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #26,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, MEASURED IN PCT VERY POOR",NY,2017
491,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #27,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, MEASURED IN PCT VERY POOR",NY,2017
492,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #28,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, MEASURED IN PCT VERY POOR",NY,2017
493,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #29,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, MEASURED IN PCT VERY POOR",NY,2017
494,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #30,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, MEASURED IN PCT VERY POOR",NY,2017
495,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #31,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, MEASURED IN PCT VERY POOR",NY,2017
496,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #32,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, MEASURED IN PCT VERY POOR",NY,2017
497,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #33,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, MEASURED IN PCT VERY POOR",NY,2017
498,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #34,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, MEASURED IN PCT VERY POOR",NY,2017
499,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #35,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, MEASURED IN PCT VERY POOR",NY,2017
500,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #25,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",NY,2017
501,CHERRIES,ALL UTILIZATION PRACTICES,10,WEEK #26,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",NY,2017
502,CHERRIES,ALL UTILIZATION PRACTICES,10,WEEK #27,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",NY,2017
503,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #28,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",NY,2017
504,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #29,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",NY,2017
505,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #30,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",NY,2017
506,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #31,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",NY,2017
507,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #32,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",NY,2017
508,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #33,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",NY,2017
509,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #34,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",NY,2017
510,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #35,FRUIT & TREE NUTS,PCT EXCELLENT,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT",NY,2017
511,CHERRIES,ALL UTILIZATION PRACTICES,10,WEEK #25,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",NY,2017
512,CHERRIES,ALL UTILIZATION PRACTICES,20,WEEK #26,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",NY,2017
513,CHERRIES,ALL UTILIZATION PRACTICES,20,WEEK #27,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",NY,2017
514,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #28,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",NY,2017
515,CHERRIES,ALL UTILIZATION PRACTICES,1,WEEK #29,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",NY,2017
516,CHERRIES,ALL UTILIZATION PRACTICES,6,WEEK #30,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",NY,2017
517,CHERRIES,ALL UTILIZATION PRACTICES,1,WEEK #31,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",NY,2017
518,CHERRIES,ALL UTILIZATION PRACTICES,1,WEEK #32,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",NY,2017
519,CHERRIES,ALL UTILIZATION PRACTICES,1,WEEK #33,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",NY,2017
520,CHERRIES,ALL UTILIZATION PRACTICES,1,WEEK #34,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",NY,2017
521,CHERRIES,ALL UTILIZATION PRACTICES,1,WEEK #35,FRUIT & TREE NUTS,PCT FAIR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR",NY,2017
522,CHERRIES,ALL UTILIZATION PRACTICES,5,WEEK #25,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",NY,2017
523,CHERRIES,ALL UTILIZATION PRACTICES,10,WEEK #26,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",NY,2017
524,CHERRIES,ALL UTILIZATION PRACTICES,10,WEEK #27,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",NY,2017
525,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #28,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",NY,2017
526,CHERRIES,ALL UTILIZATION PRACTICES,1,WEEK #29,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",NY,2017
527,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #30,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",NY,2017
528,CHERRIES,ALL UTILIZATION PRACTICES,1,WEEK #31,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",NY,2017
529,CHERRIES,ALL UTILIZATION PRACTICES,1,WEEK #32,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",NY,2017
530,CHERRIES,ALL UTILIZATION PRACTICES,1,WEEK #33,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",NY,2017
531,CHERRIES,ALL UTILIZATION PRACTICES,1,WEEK #34,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",NY,2017
532,CHERRIES,ALL UTILIZATION PRACTICES,1,WEEK #35,FRUIT & TREE NUTS,PCT GOOD,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD",NY,2017
533,CHERRIES,ALL UTILIZATION PRACTICES,39,WEEK #25,FRUIT & TREE NUTS,PCT POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",NY,2017
534,CHERRIES,ALL UTILIZATION PRACTICES,30,WEEK #26,FRUIT & TREE NUTS,PCT POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",NY,2017
535,CHERRIES,ALL UTILIZATION PRACTICES,30,WEEK #27,FRUIT & TREE NUTS,PCT POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",NY,2017
536,CHERRIES,ALL UTILIZATION PRACTICES,10,WEEK #28,FRUIT & TREE NUTS,PCT POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",NY,2017
537,CHERRIES,ALL UTILIZATION PRACTICES,15,WEEK #29,FRUIT & TREE NUTS,PCT POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",NY,2017
538,CHERRIES,ALL UTILIZATION PRACTICES,14,WEEK #30,FRUIT & TREE NUTS,PCT POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",NY,2017
539,CHERRIES,ALL UTILIZATION PRACTICES,23,WEEK #31,FRUIT & TREE NUTS,PCT POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",NY,2017
540,CHERRIES,ALL UTILIZATION PRACTICES,30,WEEK #32,FRUIT & TREE NUTS,PCT POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",NY,2017
541,CHERRIES,ALL UTILIZATION PRACTICES,49,WEEK #33,FRUIT & TREE NUTS,PCT POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",NY,2017
542,CHERRIES,ALL UTILIZATION PRACTICES,49,WEEK #34,FRUIT & TREE NUTS,PCT POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",NY,2017
543,CHERRIES,ALL UTILIZATION PRACTICES,49,WEEK #35,FRUIT & TREE NUTS,PCT POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR",NY,2017
544,CHERRIES,ALL UTILIZATION PRACTICES,46,WEEK #25,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",NY,2017
545,CHERRIES,ALL UTILIZATION PRACTICES,30,WEEK #26,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",NY,2017
546,CHERRIES,ALL UTILIZATION PRACTICES,30,WEEK #27,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",NY,2017
547,CHERRIES,ALL UTILIZATION PRACTICES,90,WEEK #28,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",NY,2017
548,CHERRIES,ALL UTILIZATION PRACTICES,83,WEEK #29,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",NY,2017
549,CHERRIES,ALL UTILIZATION PRACTICES,80,WEEK #30,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",NY,2017
550,CHERRIES,ALL UTILIZATION PRACTICES,75,WEEK #31,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",NY,2017
551,CHERRIES,ALL UTILIZATION PRACTICES,68,WEEK #32,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",NY,2017
552,CHERRIES,ALL UTILIZATION PRACTICES,49,WEEK #33,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",NY,2017
553,CHERRIES,ALL UTILIZATION PRACTICES,49,WEEK #34,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",NY,2017
554,CHERRIES,ALL UTILIZATION PRACTICES,49,WEEK #35,FRUIT & TREE NUTS,PCT VERY POOR,"CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR",NY,2017
555,CHERRIES,ALL UTILIZATION PRACTICES,0.316,MARKETING YEAR,FRUIT & TREE NUTS,$ / LB,"PRICE RECEIVED, MEASURED IN $ / LB",NY,2017
556,CHERRIES,ALL UTILIZATION PRACTICES,"8,000,000",YEAR,FRUIT & TREE NUTS,LB,"PRODUCTION, MEASURED IN LB",NY,2017
557,CHERRIES,ALL UTILIZATION PRACTICES,0,WEEK #16,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, MEASURED IN PCT FULL BLOOM",NY,2017
558,CHERRIES,ALL UTILIZATION PRACTICES,2,WEEK #17,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, MEASURED IN PCT FULL BLOOM",NY,2017
559,CHERRIES,ALL UTILIZATION PRACTICES,21,WEEK #18,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, MEASURED IN PCT FULL BLOOM",NY,2017
560,CHERRIES,ALL UTILIZATION PRACTICES,25,WEEK #19,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, MEASURED IN PCT FULL BLOOM",NY,2017
561,CHERRIES,ALL UTILIZATION PRACTICES,27,WEEK #20,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, MEASURED IN PCT FULL BLOOM",NY,2017
562,CHERRIES,ALL UTILIZATION PRACTICES,50,WEEK #21,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, MEASURED IN PCT FULL BLOOM",NY,2017
563,CHERRIES,ALL UTILIZATION PRACTICES,54,WEEK #22,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, MEASURED IN PCT FULL BLOOM",NY,2017
564,CHERRIES,ALL UTILIZATION PRACTICES,68,WEEK #23,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, MEASURED IN PCT FULL BLOOM",NY,2017
565,CHERRIES,ALL UTILIZATION PRACTICES,83,WEEK #24,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, MEASURED IN PCT FULL BLOOM",NY,2017
566,CHERRIES,ALL UTILIZATION PRACTICES,90,WEEK #25,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, MEASURED IN PCT FULL BLOOM",NY,2017
567,CHERRIES,ALL UTILIZATION PRACTICES,4,WEEK #14,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
568,CHERRIES,ALL UTILIZATION PRACTICES,11,WEEK #15,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
569,CHERRIES,ALL UTILIZATION PRACTICES,22,WEEK #16,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
570,CHERRIES,ALL UTILIZATION PRACTICES,23,WEEK #17,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
571,CHERRIES,ALL UTILIZATION PRACTICES,38,WEEK #18,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
572,CHERRIES,ALL UTILIZATION PRACTICES,47,WEEK #19,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
573,CHERRIES,ALL UTILIZATION PRACTICES,65,WEEK #20,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
574,CHERRIES,ALL UTILIZATION PRACTICES,70,WEEK #21,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
575,CHERRIES,ALL UTILIZATION PRACTICES,72,WEEK #22,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
576,CHERRIES,ALL UTILIZATION PRACTICES,92,WEEK #23,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
577,CHERRIES,ALL UTILIZATION PRACTICES,97,WEEK #24,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, MEASURED IN PCT GREEN TIP",NY,2017
578,CHERRIES,ALL UTILIZATION PRACTICES,8,WEEK #25,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
579,CHERRIES,ALL UTILIZATION PRACTICES,16,WEEK #26,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
580,CHERRIES,ALL UTILIZATION PRACTICES,25,WEEK #27,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
581,CHERRIES,ALL UTILIZATION PRACTICES,38,WEEK #28,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
582,CHERRIES,ALL UTILIZATION PRACTICES,49,WEEK #29,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
583,CHERRIES,ALL UTILIZATION PRACTICES,53,WEEK #30,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
584,CHERRIES,ALL UTILIZATION PRACTICES,81,WEEK #31,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, MEASURED IN PCT HARVESTED",NY,2017
585,CHERRIES,ALL UTILIZATION PRACTICES,31,WEEK #18,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT FULL BLOOM",NY,2017
586,CHERRIES,ALL UTILIZATION PRACTICES,51,WEEK #19,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT FULL BLOOM",NY,2017
587,CHERRIES,ALL UTILIZATION PRACTICES,68,WEEK #20,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT FULL BLOOM",NY,2017
588,CHERRIES,ALL UTILIZATION PRACTICES,77,WEEK #21,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT FULL BLOOM",NY,2017
589,CHERRIES,ALL UTILIZATION PRACTICES,88,WEEK #22,FRUIT & TREE NUTS,PCT FULL BLOOM,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT FULL BLOOM",NY,2017
590,CHERRIES,ALL UTILIZATION PRACTICES,2,WEEK #14,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
591,CHERRIES,ALL UTILIZATION PRACTICES,7,WEEK #15,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
592,CHERRIES,ALL UTILIZATION PRACTICES,32,WEEK #16,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
593,CHERRIES,ALL UTILIZATION PRACTICES,48,WEEK #17,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
594,CHERRIES,ALL UTILIZATION PRACTICES,63,WEEK #18,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
595,CHERRIES,ALL UTILIZATION PRACTICES,83,WEEK #19,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
596,CHERRIES,ALL UTILIZATION PRACTICES,95,WEEK #20,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
597,CHERRIES,ALL UTILIZATION PRACTICES,97,WEEK #21,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
598,CHERRIES,ALL UTILIZATION PRACTICES,99,WEEK #22,FRUIT & TREE NUTS,PCT GREEN TIP,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT GREEN TIP",NY,2017
599,CHERRIES,ALL UTILIZATION PRACTICES,5,WEEK #25,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",NY,2017
600,CHERRIES,ALL UTILIZATION PRACTICES,14,WEEK #26,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",NY,2017
601,CHERRIES,ALL UTILIZATION PRACTICES,29,WEEK #27,FRUIT & TREE NUTS,PCT HARVESTED,"PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",NY,2017
